uid,bim360_account_id,bim360_project_id,description,has_section_assignees,created_at,created_by,updated_at,updated_by,user_created_at
4bc34920-6959-4c1c-8f4a-bbb976f62fb0,1caef42c-9fb7-4e6f-a5d1-cb89e69de6ea,1eea4119-3553-4167-b93d-3a3d5d07d33d,,,2025-10-20 02:32:51.138151,509c08e1165f0d0002000236,2025-10-20 02:32:51.138156,509c08e1165f0d0002000236,2025-10-20 02:32:51.138154
