attribute_mappings_id,bim360_account_id,bim360_project_id,list_id,list_value
2147f291-5495-4120-ae04-f1eb52dfccf4,1caef42c-9fb7-4e6f-a5d1-cb89e69de6ea,1eea4119-3553-4167-b93d-3a3d5d07d33d,a42a86d7-0551-4745-bdb6-1aff65aaf40f,test
