bim360_account_id,bim360_project_id,uid,surface_uid,name,promotable,surface_type,base_entity_urn,base_entity_uid
1caef42c-9fb7-4e6f-a5d1-cb89e69de6ea,1eea4119-3553-4167-b93d-3a3d5d07d33d,60b9c232-98ff-404a-b7d2-0669e60e7785,31b239c5-b3af-57d9-91d4-2a3a96ac5994,,t,acc_document,urn:adsk.wipprod:fs.file:vf.N0ZqISU3Qw-ZmDsZikbp4w?version=1,812a74c4-95d5-41a3-a0e3-c27ba98bed6e
1caef42c-9fb7-4e6f-a5d1-cb89e69de6ea,1eea4119-3553-4167-b93d-3a3d5d07d33d,e4fa5c41-5942-4154-ac6a-e3e7c6ca513a,7d70b9ae-4014-54a4-8a5e-29813b078f2a,,t,acc_document_3d,,
1caef42c-9fb7-4e6f-a5d1-cb89e69de6ea,1eea4119-3553-4167-b93d-3a3d5d07d33d,b2c4b519-85ed-4e6c-94c4-10898e3dcb1e,52b52e84-43c2-56be-a445-d4d2c3104b6e,,t,acc_document,urn:adsk.wipprod:fs.file:vf.shML68ELR-CTm8bKf7YyFQ?version=1,59e7813e-3ff6-46d3-b056-c2d9b8b47fa3
1caef42c-9fb7-4e6f-a5d1-cb89e69de6ea,1eea4119-3553-4167-b93d-3a3d5d07d33d,ca43f113-8422-425c-8ffb-5da929330157,ecf5bcea-c3ce-5cf2-865b-0f854083aeb8,,t,acc_document,urn:adsk.wipprod:fs.file:vf.WSo5NzP_SwuhBNrTTNJq-w?version=1,0305e2f0-0637-4c1f-aacc-57e0dd680712
1caef42c-9fb7-4e6f-a5d1-cb89e69de6ea,1eea4119-3553-4167-b93d-3a3d5d07d33d,2fc601f7-c21b-40d1-bfe5-8cf0b527114c,0bdc043f-1a92-5013-bdea-797ec824c497,,t,acc_document,urn:adsk.wipprod:fs.file:vf.N0ZqISU3Qw-ZmDsZikbp4w?version=1,812a74c4-95d5-41a3-a0e3-c27ba98bed6e
1caef42c-9fb7-4e6f-a5d1-cb89e69de6ea,1eea4119-3553-4167-b93d-3a3d5d07d33d,56cd1984-472c-4595-a4de-1e0dfc7dfe15,0d89f311-a335-5ac0-87aa-835d818a3697,,t,acc_document_3d,,
1caef42c-9fb7-4e6f-a5d1-cb89e69de6ea,1eea4119-3553-4167-b93d-3a3d5d07d33d,1c146b4b-ef3e-4837-b842-d7bf4d3f5633,b1917c82-a4c1-51f3-a28d-2edbcc4511c2,,t,acc_document,urn:adsk.wipprod:fs.file:vf.A5_wuVtWR3CEdYF2zVh6Zg?version=1,91d34373-155a-4eb5-ae67-4fd78badca8c
