attachment_id,bim360_account_id,bim360_project_id,issue_id,display_name,file_name,storage_urn,file_size,file_type,lineage_urn,version,version_urn,tip_version_urn,bubble_urn,created_at,created_by,deleted_at,deleted_by,updated_at,updated_by
51acd184-386c-4b2a-93e5-391dc18adea0,1caef42c-9fb7-4e6f-a5d1-cb89e69de6ea,1eea4119-3553-4167-b93d-3a3d5d07d33d,c495486f-0004-4d70-b72a-5fd29545b7db,dfde1b2f-e3f1-4e49-b321-9db1cfd51ee0.txt,51acd184-386c-4b2a-93e5-391dc18adea0.txt,urn:adsk.objects:os.object:wip.dm.prod/ae160ff4-82f8-4692-a974-82da34fe7604.txt,9,txt,urn:adsk.wipprod:dm.lineage:AIEQTMHzTUG9cAegU28Hfg,1,urn:adsk.wipprod:fs.file:vf.AIEQTMHzTUG9cAegU28Hfg?version=1,urn:adsk.wipprod:fs.file:vf.AIEQTMHzTUG9cAegU28Hfg?version=1,,2025-10-22 03:05:46.481,QT725AZVMVUKV69K,,,2025-10-22 03:05:46.481,QT725AZVMVUKV69K
9c9ef1c9-2626-49e3-9ab3-1bce16eea578,1caef42c-9fb7-4e6f-a5d1-cb89e69de6ea,1eea4119-3553-4167-b93d-3a3d5d07d33d,3e7e5c41-8c72-42dd-b30d-afa53bcf35d6,jarvis_forms_export_20250917_165855.json,9c9ef1c9-2626-49e3-9ab3-1bce16eea578.json,urn:adsk.objects:os.object:wip.dm.prod/3a89a13e-88cc-42fc-b075-725db4bad353.json,122654,json,urn:adsk.wipprod:dm.lineage:Mn3XGulfSxadYKK7m_jg_Q,1,urn:adsk.wipprod:fs.file:vf.Mn3XGulfSxadYKK7m_jg_Q?version=1,urn:adsk.wipprod:fs.file:vf.Mn3XGulfSxadYKK7m_jg_Q?version=1,,2025-10-22 07:22:12.656,QT725AZVMVUKV69K,,,2025-10-22 07:22:12.656,QT725AZVMVUKV69K
6995bc7e-bd9d-4a0f-8798-1b7dc91e62ea,1caef42c-9fb7-4e6f-a5d1-cb89e69de6ea,1eea4119-3553-4167-b93d-3a3d5d07d33d,caec0ebc-1894-4012-b416-5df73f9066e7,dfde1b2f-e3f1-4e49-b321-9db1cfd51ee0.txt,6995bc7e-bd9d-4a0f-8798-1b7dc91e62ea.txt,urn:adsk.objects:os.object:wip.dm.prod/2a0c36f5-072a-4ed2-84a6-d91513ae1274.txt,9,txt,urn:adsk.wipprod:dm.lineage:iLSZXUXoR3OQT0WRlwbQTQ,1,urn:adsk.wipprod:fs.file:vf.iLSZXUXoR3OQT0WRlwbQTQ?version=1,urn:adsk.wipprod:fs.file:vf.iLSZXUXoR3OQT0WRlwbQTQ?version=1,,2025-10-23 09:09:51.413,QT725AZVMVUKV69K,,,2025-10-23 09:09:51.413,QT725AZVMVUKV69K
d2424d22-bfe2-434a-b69a-d08f08995770,1caef42c-9fb7-4e6f-a5d1-cb89e69de6ea,1eea4119-3553-4167-b93d-3a3d5d07d33d,45f0660f-0c04-4ab8-8704-c97cfef18326,Untitled (5).png,d2424d22-bfe2-434a-b69a-d08f08995770.png,urn:adsk.objects:os.object:wip.dm.prod/3357233a-26b0-46ef-95fa-73489b49fa07.png,3213328,png,urn:adsk.wipprod:dm.lineage:xX3Bla9eR8eHtvkkgzzspA,1,urn:adsk.wipprod:fs.file:vf.xX3Bla9eR8eHtvkkgzzspA?version=1,urn:adsk.wipprod:fs.file:vf.xX3Bla9eR8eHtvkkgzzspA?version=1,,2025-10-23 09:17:00.421,QT725AZVMVUKV69K,,,2025-10-23 09:17:00.421,QT725AZVMVUKV69K
