comment_id,bim360_account_id,bim360_project_id,issue_id,comment_body,created_by,created_at
2adfa918-e23b-421e-838f-427ff3e37d1d,1caef42c-9fb7-4e6f-a5d1-cb89e69de6ea,1eea4119-3553-4167-b93d-3a3d5d07d33d,45f0660f-0c04-4ab8-8704-c97cfef18326,1,QT725AZVMVUKV69K,2025-10-23 09:17:08.012
86f8f2e5-0cae-482b-9a0b-22fae080cdc3,1caef42c-9fb7-4e6f-a5d1-cb89e69de6ea,1eea4119-3553-4167-b93d-3a3d5d07d33d,c495486f-0004-4d70-b72a-5fd29545b7db,"comment
",QT725AZVMVUKV69K,2025-10-22 03:06:04.267
6b6a02ab-2d02-48c7-bece-9b5b797bb0f5,1caef42c-9fb7-4e6f-a5d1-cb89e69de6ea,1eea4119-3553-4167-b93d-3a3d5d07d33d,3e7e5c41-8c72-42dd-b30d-afa53bcf35d6,comment 1,QT725AZVMVUKV69K,2025-10-22 07:22:27.983
54f4a16f-c088-4672-a39b-bad1697e1482,1caef42c-9fb7-4e6f-a5d1-cb89e69de6ea,1eea4119-3553-4167-b93d-3a3d5d07d33d,3e7e5c41-8c72-42dd-b30d-afa53bcf35d6,comment 2,QT725AZVMVUKV69K,2025-10-22 07:23:08.655
